name,image_url,player_ids
José Aldo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/ALDO_JOSE_L_05-10.png?itok=pYRrW1Ft,1271;1486;2801;11371
Julia Avila,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/AVILA_JULIA_L_02-15.png?itok=ZywQKRNk,4771
Julian Marquez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/MARQUEZ_JULIAN_L_06-08.png?itok=CuhYTDs9,4772
Junior Tafa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/TAFA_JUNIOR_L_05-02.png?itok=KhtwaqEj,1488;6417;11487
Justin Tafa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/TAFA_JUSTIN_L_09-27.png?itok=vHbcFkCP,1490;6420
Karl Williams,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/WILLIAMS_KARL_L_08-10.png?itok=yInyXfjt,9294
Karolina Kowalkiewicz,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-11/KOWALKIEWICZ_KAROLINA_L_11-09.png?itok=GyFEzB2L,1279;2807;11516
Katlyn Cerminara,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CERMINARA_KATLYN_L_03-09.png?itok=noQIGCNL,1493;2808;6423;9295;11469
Katlyn Chookagian,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/CERMINARA_KATLYN_L_03-09.png?itok=noQIGCNL,4778
Kaue Fernandes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/FERNANDES_KAUE_L_11-04.png?itok=0h4grjPU,14000
Kelvin Gastelum,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/GASTELUM_KELVIN_L_04-11.png?itok=9xM1pbVb,4779;6424
Ken Shamrock,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/SHAMROCK_KEN_R.png?itok=Wlvv3HsJ,1281;1494;6425;9297;11437
Kennedy Nzechukwu,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-12/NZECHUKWU_KENNEDY_L_12-13.png?itok=eLnE_88B,4780
Khabib Nurmagomedov,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Khabib_Nurmagomedov/1NURMAGOMEDOV_KHABIB_L.png?itok=bPtzlY__,1284;1496;2812;4782;6428;9300;11321;13990
King Green,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-05/GREEN_KING_L_05-09.png?itok=k-DgTBtE,2815;11512
Kody Steele,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/STEELE_KODY_R_02-08.png?itok=C5i5-zyI,14005
Lauren Murphy,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-01/MURPHY_LAUREN_L_01-19.png?itok=BrS3qUO3,4784
Li Jingliang,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/JINGLIANG_LI_L_08-17.png?itok=zCfJEBsG,4787
Lone'er Kavanagh,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/KAVANAGH_LONEER_L_03-22.png?itok=5fSHeXU2,14078
Luana Carolina,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/CAROLINA_LUANA_L_07-20.png?itok=PRMuHynw,1499;6432;11520
Luana Pinheiro,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/PINHEIRO_LUANA_L_11-09.png?itok=Btk8zPuS,2819
Luana Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/SANTOS_LUANA_L_05-17.png?itok=eViIyNrf,2820;9305
Ludovit Klein,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-10/KLEIN_LUDOVIT_L_10-25.png?itok=jnt-DszE,2821;6433
Luke Rockhold,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/ROCKHOLD_LUKE_L_08-20.png?itok=gBZE4JuQ,1500;11503
Lyoto Machida,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/fc34e9f1-af85-4a11-bdaa-7ab1383b41e4%252FLyoto-Machida_831_LeftFullBodyImage.png?itok=VmKWjJSv,1288;1501;2822;6434;9306;11502
Malcolm Gordon,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-01/GORDON_MALCOLM_L_01-20.png?itok=8c155SrI,1504;6437
Malcolm Wellmaker,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-11/WELLMAKER_MALCOM_L_11-15.png?itok=F8-J8Z64,14061
Mansur Abdul-Malik,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/ABDUL-MALIK_MANSUR_L_03-28.png?itok=Iv32ExsM,14026
Manuel Torres,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/TORRES_MANUEL_L_03-29.png?itok=kkaGQlYP,2827;6440;9312
MarQuel Mederos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/MEDEROS_MARQUEL_L_06-07.png?itok=jot1JwX8,13988
Marcos Rogério De Lima,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ROGERIO%20DE%20LIMA_MARCOS_L_02-17.png?itok=LzCA7Br9,6442
Marina Rodriguez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/RODRIGUEZ_MARINA_L_05-03.png?itok=JZblLCdq,2831;4793
Mario Pinto,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/PINTO_MARIO_L_03-21.png?itok=CkcZLoEs,14010
Marlon Moraes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-09/68724%252Fprofile-galery%252Ffullbodyleft-picture%252FMORAES_MARLON_L_09-25.png?itok=IiJSNuGF,4795
Mateusz Rebecki,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/REBECKI_MATEUSZ_L_08-02.png?itok=v5OHh52Y,6447;9320
Mateusz Rębecki,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/REBECKI_MATEUSZ_L_08-02.png?itok=v5OHh52Y,2837
Matheus Nicolau,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/16/NICOLAU_MATHEUS_L_10-19.png?itok=3ML6C1P9,1513;4799;6448;9321;11496
Matt Schnell,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-11/SCHNELL_MATT_L_11-08.png?itok=XTvOQGKI,4801;6450
Mauricio Rua,https://ufc.com/images/styles/athlete_bio_full_body/s3/2018-10/RUA_SHOGUN_L_0.png?VersionId=RmKWOc4dxqmHId6e8voPVOFTPVAgJpZr&amp;itok=ntzDE4Ry,11505
Max Griffin,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/GRIFFIN_MAX_L_04-25.png?itok=j0Ec0YNy,4893
Melissa Gatto,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/GATTO_MELISSA_L_07-01.png?itok=XwJy85Si,6455
Melissa Mullins,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/MULLINS_MELISSA_L_03-21.png?itok=f7z1AiYh,1302;2842;9326
Michael Aswell,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/ASWELL_MICHAEL_R_05-31.png?itok=uDlfY-uY,14068
Michael Bisping,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/e285d3e7-8514-48ec-9ea0-7936e956b507%252FMichael-Bisping_758_LeftFullBodyImage.png?itok=AIke9sxX,1519;2844;4805;6458;9328;11429
Michael Chiesa,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/CHIESA_MICHAEL_L_03-28.png?itok=JIHB63jr,4807;6460
Michael Parkin,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/PARKIN_MICK_L_07-27.png?itok=9N4dJ74f,14058
Michel Pereira,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-08/PEREIRA_MICHEL_L_08-23.png?itok=jty403Ug,1307;2849;4894;6462;9332
Michelle Waterson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/WATERSON-GOMEZ_MICHELLE_L_06-29.png?itok=DEfj4XBY,4808
Mike Breeden,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/BREEDEN_MIKE_L_10-21.png?itok=0kabbxQA,9334
Mike Davis,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/DAVIS_MIKE_L_03-16.png?itok=6-OMsOAU,6464
Mike Malott,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/MALOTT_MIKE_L_05-10.png?itok=60kxSXex,1522;6465;11471
Mike Perry,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/68841%252Fprofile-galery%252Ffullbodyleft-picture%252FPERRY_MIKE_L_04-10.png?itok=JuJRjkZk,4895
Miles Johns,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-11/JOHNS_MILES_L_11-08.png?itok=m6W0KeU5,6466
Modestas Bukauskas,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/BUKAUSKAS_MODESTAS_L_09-06.png?itok=mcr-hUxg,1309;2852;9336
Mohammed Usman,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/USMAN_MOHAMMAD_L_07-20.png?itok=BaUnY0Y0,1523
Molly McCann,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-03/MCCANN_MOLLY_L_03-22.png?itok=RDRT-JV2,1524;2853;6467;9337;11344
Montserrat Conejo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-10/RUIZ_MONTSERRAT_CONEJO_L_11-04.png?itok=PpQyt1Ik,1525;6468
Morgan Charriere,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/CHARRIERE_MORGAN_L_09-28.png?itok=CBLxatCE,9338
Mudaerji Su,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/SUMUDAERJI_L_03-07.png?itok=w90UrSOQ,4811
Muhammad Mokaev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/911ce7a0-a97f-497c-9a2d-b3bbfa3e50d8%252FMOKAEV_MUHAMMAD_L_03-19.png?itok=UDSq2inZ,1527;6470;11391
Muhammadjon Naimov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-12/NAIMOV_MUHAMMAD_L_12-06.png?itok=QEeZzbgF,1311;2855;9340
Myktybek Orolbai,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/5/OROLBAI_MYKTYBEK_L_11-18.png?itok=gpZb_XXu,1312;2856;9341;14145
Nasrat Haqparast,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-10/HAQPARAST_NASRAT_L_10-25.png?itok=YNiUehfs,14075
Natalia Cristina Da Silva,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-01/SILVA_NATALIA_L_01-24.png?itok=VMN-omrF,1314
Natalia Cristina da Silva,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-01/SILVA_NATALIA_L_01-24.png?itok=VMN-omrF,1528;2858;6472;9343;11320;13993
Natan Levy,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-04/ec33ffaf-1ad4-428c-b4ea-2548c4fe74f1-LEVY_NATAN_L_11-20.png?itok=itpcX5wr,1529;6473;11443
Nate Diaz,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/DIAZ_NATE_L_09-10.png?itok=vP3ulMEW,4812
Nate Landwehr,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/LANDWEHR_NATE_L_07-12.png?itok=DnmF5gvX,1315;2859;9344
Navajo Stirling,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/STIRLING_NAVAJO_L_03-28.png?itok=tvGbt7Xv,14030
Nazim Sadykhov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-12/SADYKHOV_NAZIM_L_12-06.png?itok=I_T6WfP8,1316;2860;9345
Neil Magny,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-12/MAGNY_NEIL_L_12-13.png?itok=4EbAtrZq,1317;1530;2861;4813;6474;11452
Nicolas Dalby,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-11/DALBY_NICOLAS_L_11-22.png?itok=4NLaXWSG,1318;2862;6475
Nina Nunes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/5d2baa3d-591b-4d49-b2fa-49a46db97993%252FNUNES_NINA_L_07-09.png?itok=hXTBQio_,4815
Nuerdanbieke Shayilan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/NUERDANBIEKE_SHAYILAN_L_04-08.png?itok=en8ufci9,1531;6477;11519
Nursulton Ruziboev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/RUZIBOEV_NURSULTON_L_02-22.png?itok=dO_pOKsB,14036
Nurullo Aliev,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-11/ALIEV_NURULLO_L_11-22.png?itok=930wzsRo,2865;9348
Oban Elliott,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-02/ELLIOTT_OBAN_L_01-31.png?itok=TavtmsTZ,14033
Ode Osbourne,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-02/OSBOURNE_ODE_L_02-21.png?itok=TpEJK5O1,1532;6478;11489
Ottman Azaitar,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/AZAITAR_OTTMAN_L_07-15.png?itok=BCnmj2fQ,6479
Oumar Sy,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/SY_OUMAR_L_09-06.png?itok=YK5pmZlx,14019
Pannie Kianzad,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/KIANZAD_PANNIE_L_08-10.png?itok=rtI3XnRA,4817;6481
Parker Porter,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/PORTER_PARKER_L_02-11.png?itok=iBcijH37,1534;6482
Patricio Freire,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/PITBULL_PATRICIO_L_04-11.png?itok=ntvUkAwE,14071
Patrick Mix,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-10/MIX_PATCHY_L_10-04.png?itok=mrIEjrLy,14056
Paul Craig,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-05/CRAIG_PAUL_L_05-04.png?itok=HXuD7usW,1321;2867;4818;6483;9350;11514
Paul Felder,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-11/68984%252Fprofile-galery%252Ffullbodyleft-picture%252FFELDER_PAUL_L_11-14.png?itok=cVNs2At8,4896
Payton Talbott,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-06/TALBOTT_PAYTON_L_06-28.png?itok=sNFGTLTV,1323;2869;9352;14113
Pedro Munhoz,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/MUNHOZ_PEDRO_L_03-09.png?itok=4zR7PeK9,1324;1536;4820;6485;11472
Phil Hawes,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-01/HAWES_PHIL_L_01-13.png?itok=N-iCM9UE,4822
Piera Rodriguez,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/RODRIGUEZ_PIERA_L_03-14.png?itok=UjAUCDnz,2871
Quillan Salkilld,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-01/SALKILLD_QUILLAN_L_01-31.png?itok=ScAatAvi,14001
Rafa Garcia,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/GARCIA_RAFA_L_04-25.png?itok=qUM7HjoY,6487
Rafael Dos Anjos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/5/DOS_ANJOS_RAFAEL_L_12-03.png?itok=6962oRpA,1326;1538;2872;4823;6488;11444
Rafael Estevam,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/ESTEVAM_RAFAEL_L_08-02.png?itok=4aJbyiCD,14073
Randy Brown,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/BROWN_RANDY_L_04-26.png?itok=_TQWUJDb,1328;2874
Rashad Evans,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69052/profile-galery/fullbodyleft-picture/Rashad-Evans_712_LeftFullBodyImage.png?VersionId=xK3K5ulrG9tv5RlwKo3xAQ.Z1QexpZte&amp;itok=n98NQeHN,1330;1541;2876;4826;6491;9355;11432;14157
Raulian Paiva,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/2d7d4623-b6d2-4b52-a616-6fedb4814a30%252FPAIVA_RAULIAN_L_06-25.png?itok=dV1tZjqK,4827
Rei Tsuruya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/TSURUYA_REI_L_06-29.png?itok=9z99wKi_,13998
Ricky Simon,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/SIMON_RICKY_L_03-28.png?itok=ySE5Vxdl,2880;4829;6495
Rinat Fakhretdinov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/FAKHRETDINOV_RINAT_L_10-26.png?itok=PsLfHFq6,1334;2881;9360
Rinya Nakamura,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-08/NAKAMURA_RINYA_L%298_26.png?itok=VNQdQJ7q,1335;2882;9361
Robbie Lawler,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/LAWLER_ROBBIE_L_07-08.png?itok=NCxrs0r1,1337;1544;4897;6497;9362
Robelis Despaigne,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/5/DESPAIGNE_ROBELIS_L_03-09.png?itok=iexLaQGX,11310
Rodolfo Bellato,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/BELLATO_RODOLFO_L.png?itok=_OaYvwUh,1339;2885;9364
Rodolfo Vieira,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/VIEIRA_RODOLFO_L_04-25.png?itok=jD2yf03z,4898
Rodrigo Nascimento,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/NASCIMENTO_RODRIGO_L_05-11.png?itok=FZhBI4rT,6499;11400
Rogerio Bontorin,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/042451ad-f84d-4e48-b667-86ff95f99ab9%252FBONTORIN_ROGERIO_L_06-11.png?itok=2ETw0LeI,4832
Royce Gracie,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-10/GRACIE_ROYCE_R.png?itok=Bztu_jIa,1548;4834;6502;9368;11434
Ryan Spann,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/SPANN_RYAN_L_07-19.png?itok=rZulvHZl,1549;2889;4835;6503;11461
Said Nurmagomedov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/NURMAGOMEDOV_SAID_L_02-01.png?itok=qC2xDZS8,9369
Santiago Ponzinibbio,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/PONZINIBBIO_SANTIAGO_L_05-03.png?itok=-vXkQCHz,4836
Sara McMann,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/MCMANN_SARA_L_03-26.png?itok=TcCtkEnL,4837
Sean Woodson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/WOODSON_SEAN_L_12-14.png?itok=-Fvm0jXH,1345;2893
Shamil Abdurakhimov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ABDURAKHIMOV_SHAMIL_L_02_07.png?itok=lbXnCQVT,4842
Shamil Gamzatov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-10/69245%252Fprofile-galery%252Ffullbodyleft-picture%252FGAMZATOV_SHAMIL_L_10-30.png?itok=n6dj0Kj0,4843
Shara Magomedov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-07/MAGOMEDOV_SHARA_L_07-26.png?itok=niNvIFES,1554;6509
Shayilan Nuerdanbieke,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-04/NUERDANBIEKE_SHAYILAN_L_04-08.png?itok=en8ufci9,6511
Shi Ming,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-08/MING_SHI_L_08-22.png?itok=D5Wbainh,13989
Sodiq Yusuff,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/YUSUFF_SODIQ_L_05-17.png?itok=flcV4mLO,6513
Steven Peterson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-03/PETERSON_STEVEN_L_03-25.png?itok=7GdPhLW7,4846
Stipe Miocic,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/MIOCIC_STIPE_L.png?itok=W7mvEzSf,1354;1557;2901;4847;6515;9381;11453
T.J. Dillashaw,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/DILLASHAW_TJ_L_07-24.png?itok=Fv0s7odQ,1558
TJ Dillashaw,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/DILLASHAW_TJ_L_07-24.png?itok=Fv0s7odQ,4848
Taila Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/8eb303a9-d887-4541-905b-e3e7461ed95e%252FSANTOS_TAILA_L_06-11.png?itok=EzSfypty,1561;4850;6518;11510
Tecia Torres,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/PENNINGTON_TECIA_L_05-17.png?itok=EUQxanNz,4852
Themba Gorimbo,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/GORIMBO_THEMBA_L_10-12.png?itok=MmNS5FE1,1564;2907;6521;9387;11325
Thiago Moises,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-04/MOISES_THIAGO_L_04-18.png?itok=DfM9JSpa,2908;4853
Thiago Santos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/SANTOS_THIAGO_L_08-06.png?itok=OO0lBPjJ,4854
Tom Nolan,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/NOLAN_TOM_L_09-27.png?itok=J7PKOdoF,14046
Tony Ferguson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/FERGUSON_TONY_L_08-03.png?itok=hS5Hvv3f,1567;2912;4857;6525;9390;11317
Torrez Finney,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-02/FINNEY_TORREZ_L_01-31.png?itok=O1sENGFM,14041
Toshiomi Kazama,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/KAZAMA_TOSHIOMI_L_08-10.png?itok=WJUzTtLe,1362;2913;9391
Trevor Peek,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/PEEK_TREVOR_L_09-07.png?itok=qLyz7hsV,1364;2915;9393
Trey Waters,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/WATERS_TREY_L_05-11.png?itok=VT-guKHr,1365;2916;9394
Tucker Lutz,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-07/LUTZ_TUCKER_L_07-15.png?itok=58s3Ythc,4858
Tyron Woodley,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69431/profile-galery/fullbodyleft-picture/WOODLEY_TYRON_L_09-19.png?itok=QwdkRivT,1568;4903;6526;11504
Tyson Pedro,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-09/PEDRO_TYSON_L_09-09.png?itok=z3YoSlLP,1569;11474
Uriah Hall,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/8b787623-45ca-45ae-9642-49677bf57ce9%252FHALL_URIAH_L_07-02.png?itok=2jyxRJo9,4860
Urijah Faber,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/1/FABER_URIJAH_L.png?itok=8_n5xKSV,1367;1571;2918;4904;6528;9396;11436
Val Woodburn,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/WOODBURN_VAL_L_02-17.png?itok=id0hc01N,1572;6529;11447
Vanessa Demopoulos,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/DEMOPOULOS_VANESSA_L_04-05.png?itok=llyZm9i9,6531
Vicente Luque,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-10/LUQUE_VICENTE_L_10-11.png?itok=iF0ss6rS,1369;1574;2920;4862;6532;9398;11423
Victor Henry,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-04/HENRY_VICTOR_L_04-05.png?itok=IDSlFjGP,1370;2921;9399
Viktoriia Dudakova,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/2/DUDAKOVA_VIKTORIIA_L_01-11.png?itok=zqqIFkFV,2922;9400
Vitor Petrino,https://ufc.com/images/styles/athlete_bio_full_body/s3/2026-03/PETRINO_VITOR_L_03-14.png?itok=X1zOVoEM,1373;2925;9403
Wanderlei Silva,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Wanderlei_Silva/Wanderlei-Silva-020.png?VersionId=_7.yj7CNSmGi.YAfql30srzeH5mVuinK&amp;itok=fC_rQoa7,1576;2928;9406;11352
Westin Wilson,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-01/WILSON_WESTIN_L_01-13.png?itok=AMTTwS4k,1376;2929;9407
William Gomis,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-09/GOMIS_WILLIAM_L_09-06.png?itok=zDqQAPQ7,1577;6535;11462
Yana Kunitskaya,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-05/SANTOS_YANA_L_05-03.png?itok=taprKOGv,4867
Yazmin Jauregui,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/JAUREGUI_YAZMIN_L_09-14.png?itok=wUj3889T,1581;2933;9411;11490
Zabit Magomedsharipov,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-11/MAGOMEDSHARIPOV_ZABIT_L.png?VersionId=tEigkpdp6J86xmaA_bp1Doc970FKmSwe&amp;itok=HNQjQU7I,4905
Zhu Rong,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-08/RONGZHU_L_08-23.png?itok=ACz0qVq4,14015
